,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name,gender,recordLabels,instruments
3468,Q313281,Michel,Legrand,1932-02-24,2019-01-26,FR,1EtE0iSY6iFlN9L9c53ETy,Michel Jean Legrand,Michel Legrand,male,"Q183387,Q1536003","piano,voice,singing"
3469,Q289614,Béatrice Mireille,Martin,1989-09-22,,CA,2eRNMtoi82UZUuaL6naDjA,Béatrice Mireille Martin,Cœur de pirate,female,"Q3016029,Q3117047,Q21091,Q38903","piano,voice"
3470,Q154662,Nana,Mouskouri,1934-10-13,,GR,6p7iFdv6Wn9iaS7AwVLvod,,Nana Mouskouri,female,Q729590,"voice,singing"
3471,Q1600132,Roch,Voisine,1963-03-26,,CA,77xlFule9mFzOWT9Uk80xY,,Roch Voisine,male,,"guitar,voice"
3472,Q484484,Jong-hyeon,Kim,1990-04-08,2017-12-18,KR,5rGgflnIpRNizTCozbYBuY,김종현,Kim Jong-hyun,male,"Q483938,Q1365614","guitar,voice,bass guitar,piano,kazoo"
3473,Q178237,Chris,de Burgh,1948-10-15,,IE,2RpHsROrX075xfIwHn6B2U,,Chris de Burgh,male,Q277626,guitar
3474,Q1376248,Mario,Biondi,1971-01-28,,IT,1dRsXw2TtfCXfqMLRiP088,,Mario Biondi,male,Q1814125,"voice,singing"
3475,Q231942,Natalie,Cole,1950-02-06,2015-12-31,US,5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Maria Cole,Natalie Cole,female,"Q585643,Q726251,Q193023","piano,voice"
3476,ffa2dfb6-0cf7-4d88-a254-673ea087773a,Kobus,Groen,1983-12-11,,NL,06eTdzI1FA6c2cPQAeVHY2,,Kobus Groen,,,
3477,Q27982469,Sanne,Hans,1984-09-22,,NL,06eTdzI1FA6c2cPQAeVHY2,,Sanne Hans,female,,voice
3478,cea4a2bc-ea91-4131-8490-42d9c5c67003,Peter,Hendriks,,,NL,06eTdzI1FA6c2cPQAeVHY2,,Peter Hendriks,,,
3479,9777c24e-fc6e-4311-8f45-9ab0ba720866,Thijs,Rensink,,,NL,06eTdzI1FA6c2cPQAeVHY2,,Thijs Rensink,,,
3480,7e5606f5-8ef2-444c-983f-1797b4acf87b,Michi,Schwiemann,,,NL,06eTdzI1FA6c2cPQAeVHY2,,Michi Schwiemann,,,
3481,Q507864,Donny Edward,Hathaway,1945-10-01,1979-01-13,US,0HU0U9kdXEHZVxUNbuQe8S,,Donny Hathaway,male,"Q585643,Q5196018,Q202440","organ,piano,voice"
3482,Q2540326,Sharon,Doorson,1987-04-24,,NL,10rtYx82dLgxlD5PlWXsXA,,Sharon Doorson,female,Q160732,voice
3483,Q3116385,Gregory,Porter,1971-11-04,,US,06nevPmNVfWUXyZkccahL8,,Gregory Porter,male,"Q885833,Q2172834","voice,singing"
3484,Q2191872,Fay,Lovsky,1955-09-11,,NL,2NEeqYen2FsMivq7JBIJiv,Fay Luyendijk,Fay Lovsky,female,,voice
3485,Q4979450,Lo,Snöfall,1954-09-19,,SE,0tfppO8IAn7m3KMvjVzi3o,,Lo Snöfall,female,,
3486,Q30122407,Kristian,Kristensen,1994-05-12,,NO,75ZTlOo6olxm9thcXVh6Ta,,Kristian Kristensen,male,,voice
3487,Q64191569,Daniela,Andrade,1992-08-15,,CA,0WfaItAbs4vlgIA1cuqGtJ,,Daniela Andrade,female,,
3488,Q464459,Maria,Storeng Mittet,1979-08-03,,NO,4Gej6q6wCKccBidZF9lB5B,,Maria Haukaas Mittet,female,"Q27556842,Q892824",voice
3489,Q206466,Mahalia,Jackson,1911-10-26,1972-01-27,US,6QBUIuGCAJSAtefEY1EEdB,,Mahalia Jackson,female,"Q557632,Q2858450,Q183387",voice
3490,Q16181118,Tore,Bruvoll,1978-10-30,,NO,1SfzFJK2BDGr7gQWUhmeJg,,Tore Bruvoll,male,"Q19373938,Q50281827",guitar
3491,06a2481a-f1e8-43f4-9034-d4e7708b6c7b,Ragnhild,Furebotten,,,NO,1SfzFJK2BDGr7gQWUhmeJg,,Ragnhild Furebotten,,,
3492,Q387710,José Mari,Chan,1945-03-11,,PH,1EHAbA1GMYOfkh9ds9eNfS,,José Mari Chan,male,Q3544661,voice
3493,Q3543670,Aiza Ice,Seguerra,1983-09-17,,PH,0GnuCXvnvVtX5DShryuyp9,,Ice Seguerra,transgender male,Q4667782,"guitar,voice"
3494,Q610963,Carol,Banawa,1981-03-04,,US,00RJAkLnjGx4kVWVJbOJx1,,Carol Banawa,female,Q4667782,voice
3495,Q3550458,Gary,Valenciano,1964-08-06,,PH,0RHiqaoRCsFLPeEuj3OQz4,,Gary Valenciano,male,Q3544661,voice
3496,Q3544566,Celestine Cruz,Gonzaga,1984-01-20,,PH,5BAyYwbv8OSfqeXMjPgWX6,Celestine Gonzaga,Toni Gonzaga,female,Q4667782,voice
3497,Q294144,Maria Ligaya Carmen,Salonga,1971-02-22,,PH,1GlMjIezcLwV3OFlX0uXOv,Maria Ligaya Carmen Imutan Salonga,Lea Salonga,female,"Q664167,Q193023,Q202440,Q21077,Q54860,Q330629,Q86750472,Q2537051",voice
3498,Q3545867,Kathryn,Bernardo Manuel,1996-03-26,,PH,3X6h5htUs8jKlqUa2xv96B,,Kathryn Bernardo,female,Q4667782,voice
3499,Q347619,Stanisław,Sojka,1959-04-26,,PL,43CscN9BMaLKwgyP8XlSmW,,Stanisław Sojka,male,Q7226016,"piano,voice"
3500,Q55785,Ryszard,Rynkowski,1951-10-09,,PL,0244q9rIqAIzBFXKNNRN6O,,Ryszard Rynkowski,male,,"piano,voice"
3501,Q433111,Kayah,,1967-11-05,,PL,2v295z585SM68pluEKXKSM,,Kayah,female,Q2860203,voice
3502,Q446548,Katarzyna Elżbieta,Cerekwicka,1980-03-17,,PL,0cAdpyxUGlQllkZJnbjn7E,,Kasia Cerekwicka,female,,"flute,voice"
3503,Q168155,Zbigniew,Preisner,1955-05-20,,PL,3gGbSXSwHWmrUBIG9IUAau,Zbigniew Kowalski,Zbigniew Preisner,male,Q3045977,
3504,Q456038,Natalia,Kukulska,1976-03-03,,PL,71ADVpJx1rN662ENAJIcUZ,,Natalia Kukulska,female,,voice
3505,Q236121,Edyta,Górniak,1972-11-14,,PL,6e14dV47cVGbpJqh1SNyFX,,Edyta Górniak,female,Q183412,voice
3506,Q11749062,Krzysztof,Antkowiak,1973-01-23,,,2HVTN5ErM8WHHkZ07jLL3w,,Krzysztof Antkowiak,male,,piano
3507,Q563663,Anna Maria,Wyszkoni,1980-07-21,,PL,2QhdFVWTX2oEpTJjYm8iv0,Anna Maria Wyszkoni,Ania Wyszkoni,female,,voice
3508,Q293102,Katarzyna,Kowalska,1973-06-13,,PL,6VKh8iOViFBI7R8Bb9AilZ,Katarzyna Kowalska,Kasia Kowalska,female,,"electric guitar,voice"
3509,Q9353905,Tabb,,1984-05-28,,,0Xyx4KS1ZYxarWF8Em7cVt,,Tabb,male,,piano
3510,Q11724871,Jerzy,Kossela,1942-07-15,2017-01-07,PL,4wck1fvaBpmJNFaeDT1Laa,,Jerzy Kossela,male,,guitar
3511,Q213887,Patrick Bruce,Metheny,1954-08-12,,US,3t58jfUhoMLYVO14XaUFLA,Patrick Bruce Metheny,Pat Metheny,male,Q311439,"guitar,acoustic guitar,electric guitar,Pikasso I,synthesizer,drum kit"
3512,Q40890,Anna Maria,Jopek,1970-12-14,,PL,49MhEXYycGHSAmmy8GiBio,,Anna Maria Jopek,female,Q700359,"piano,voice"
3513,Q77657,Pamela,Spence,1973-02-25,,DE,6SiccFEBlRRaX9phzJLqm3,,Pamela Spence,female,,voice
3514,Q6374513,Kasia,Popowska,1989-11-25,,PL,0RJFDLwgrFQxvmhxxt5Cwc,,Kasia Popowska,female,,"guitar,voice"
3515,Q20925336,Marta,Markiewicz,1989-06-13,,PL,0lKCO7SCRiTCS4ZEU6l1zx,Marta Markiewicz,Sarsa,female,,"upright piano,ukulele,guitar,voice"
3516,Q9302874,Rafał,Brzozowski,1981-06-08,,PL,1ga5PpNASlqWvEPJZW3r7N,,Rafał Brzozowski,male,,"keyboard instrument,voice"
3517,Q11765993,Magda Barbara,Steczkowska,1975-09-21,,PL,2UKdbRtNZdNrnfW3D0iLDZ,,Magda Steczkowska,female,,voice
3518,Q9168108,Beata,Rybotycka,1964-07-21,,PL,6Vef1uH58eZYNnafL1ooT5,,Beata Rybotycka,female,,
3519,Q261886,Urszula Beata,Kasprzak,1960-02-07,,PL,6vIPbNGbwdrg7LSpz4V2QX,Urszula Beata Kasprzak,Urszula,female,Q38903,"guitar,voice"
3520,7e6c88b3-1fb0-4983-87e3-5ff259fe22d6,Jan,Trebunia-Tutka,,,PL,239ZMGLR6ErpOvp8gbczx6,,Jan Trebunia-Tutka,,,
3521,Q11749763,Krzysztof,Trebunia-Tutka,1970-06-19,,,239ZMGLR6ErpOvp8gbczx6,,Krzysztof Trebunia-Tutka,male,,
3522,321cdc6a-8bbc-4fc4-87fb-7caf662c96b7,Władysław,Trebunia-Tutka,,,PL,239ZMGLR6ErpOvp8gbczx6,,Władysław Trebunia-Tutka,,,
3523,Q60832624,Kubi,Producent,2000,,,0WDJa0qnagyOnMaiD26wht,,Kubi Producent,male,,
3524,0d597425-f9ea-4f54-a971-c9eedd5ff7d4,Roan,,,,,2DEQWaRct9n4a7Ws7MttAm,,Roan,,,
3525,Q2677631,Krzysztof,Kiljański,1967-11-05,,PL,1QT9ikfzDS8KIZYkfeVKJV,,Krzysztof Kiljański,male,,voice
3526,Q206304,Joseph Raymond,Conniff,1916-11-06,2002-10-12,US,6WtWmLPWn1imbcisSfmBvy,Joseph Raymond Conniff,Ray Conniff,male,Q183387,trombone
3527,Q48856009,Sandra,Peres,,,,44RRgJcFWyW7kfeEkgFPGT,,Sandra Peres,female,,
3528,8531c56c-0f9f-4f1d-9c4b-18260f9de14a,Paulo,Tatit,,,,44RRgJcFWyW7kfeEkgFPGT,,Paulo Tatit,,,
3529,Q72096,Chet,Atkins,1924-06-20,2001-06-30,US,4dZrt8Ong5t7YYpvbfp0RU,,Chet Atkins,male,"Q202585,Q183387","guitar,violin"
3530,Q192359,João Gilberto,Prado Pereira de Oliveira,1931-06-10,2019-07-06,BR,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto Prado Pereira de Oliveira,João Gilberto,male,Q21077,"guitar,voice,bass"
3531,Q4039,Arthur Ira,Garfunkel,1941-11-05,,US,6kEsKkXuE4olX7m3mNLZkS,Arthur Ira Garfunkel,Art Garfunkel,male,"Q183387,Q585643","guitar,voice"
3532,Q5546013,Andreas,Aleman,1975,,SE,5ZHdPTW1cR0FD0HMBY0Zd3,,Andreas Aleman,male,,keyboard instrument
3533,Q4353064,Bo,Sundström,1961-10-16,,SE,2VE6Ge0qFHrqDC6KG6ECJn,,Bo Sundström,male,,
3534,Q21074829,Mats Jörgen,Öman,1964-11-20,,SE,2VE6Ge0qFHrqDC6KG6ECJn,Mats Jörgen Öman,Mats Schubert,male,,
3535,Q108381825,Johan Fredrik,Dahl,,,SE,2VE6Ge0qFHrqDC6KG6ECJn,,Fredrik Dahl,male,,
3536,Q108381869,Michael,Malmgren,,,SE,2VE6Ge0qFHrqDC6KG6ECJn,,Michael Malmgren,male,,
3537,Q372460,Måns Petter Albert,Zelmerlöw,1986-06-13,,SE,1IxP1g9VrPzJqXFCsuyHKe,Måns Petter Albert Sahlén Zelmerlöw,Måns Zelmerlöw,male,Q21077,voice
3538,Q4354139,Magnus,Carlson,1968-08-03,,SE,6f3he2xOHHHSZ0JVhTRIVj,,Magnus Carlson,male,,voice
3539,Q10608144,Ola,Nyström,1960-06-11,,SE,6f3he2xOHHHSZ0JVhTRIVj,,Ola Nyström,male,,
3540,Q5802844,Anders,Hernestam,1962-03-13,,SE,6f3he2xOHHHSZ0JVhTRIVj,,Anders Hernestam,male,,
3541,Q6086594,Niko,Röhlcke,1966-01-02,,SE,6f3he2xOHHHSZ0JVhTRIVj,,Niko Röhlcke,male,,
3542,Q4353213,Bo Anders Niklas,Strömstedt,1958-07-25,,SE,3nEiRzdQNmkUgoknNt9IRu,Bo Anders Niklas Strömstedt,Niklas Strömstedt,male,,voice
3543,Q5605016,Åke,Cato,1934-10-18,2016-11-09,SE,5GqCeOjQkrkxxvFSLFPfui,,Åke Cato,male,,
3544,Q5983601,Sven,Melander,1947-10-30,,SE,5GqCeOjQkrkxxvFSLFPfui,,Sven Melander,male,,
3545,Q714411,Chris,Botti,1962-10-12,,US,3eFo5fMv53RYZBYlvT5Z6a,,Chris Botti,male,"Q1124849,Q183387","trumpet,singing"
3546,Q538284,Otis,Williams,1941-10-30,,US,3RwQ26hR2tJtA8F9p2n7jG,,Otis Williams,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",voice
3547,Q1189111,Dennis,Edwards,1943-02-03,2018-02-01,US,3RwQ26hR2tJtA8F9p2n7jG,,Dennis Edwards,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",voice
3548,Q1282863,Eddie,Kendricks,1939-12-17,1992-10-05,US,3RwQ26hR2tJtA8F9p2n7jG,,Eddie Kendricks,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",voice
3549,Q1176417,David Eli,Ruffin,1941-01-18,1991-06-01,US,3RwQ26hR2tJtA8F9p2n7jG,,David Ruffin,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",voice
3550,Q2102371,Richard,Street,1942-10-05,2013-02-27,US,3RwQ26hR2tJtA8F9p2n7jG,,Richard Street,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321","piano,voice"
3551,Q7364498,Ronald,Tyson Presson,1948-02-08,,US,3RwQ26hR2tJtA8F9p2n7jG,Ronald Tyson Presson,Ron Tyson,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",voice
3552,Q11042191,Terry,Weeks,1963-12-23,,US,3RwQ26hR2tJtA8F9p2n7jG,,Terry Weeks,male,"Q202440,Q43327,Q38903,Q7971173,Q1656672,Q59469453,Q1542119,Q60545294,Q1392321",
3553,Q6847350,Mike,Hurst,1941-09-19,,GB,4kwCLM6VuDfkyWAyn9xFlq,,Mike Hurst,male,Q1536003,guitar
3554,Q219782,Mary Isobel Catherine Bernadette,O'Brien,1939-04-16,1999-03-02,GB,4kwCLM6VuDfkyWAyn9xFlq,Mary Isobel Catherine Bernadette O'Brien,Dusty Springfield,female,Q1536003,voice
3555,Q6186001,Dionysius P. A.,O'Brien,1934-07-02,,GB,4kwCLM6VuDfkyWAyn9xFlq,,Tom Springfield,male,Q1536003,
3556,Q2145637,Reshad Richard Timothy,Feild,1934-04-15,2016-05-31,GB,4kwCLM6VuDfkyWAyn9xFlq,Richard Timothy Feild,Reshad Feild,male,Q1536003,
3557,153e0844-b81b-4d56-a000-3eac8ad453a3,RAYA,,,,,30I99Rrr7vPR38I9Wx8oQ9,,RAYA,,,
3558,Q233546,Jessalyn,Gilsig,1971-11-30,,CA,0SCbttzoZTnLFebDYmAWCm,Jessalyn Gilsig,Jessalyn Gilsig,female,,
3559,Q228792,Dianna,Agron,1986-04-30,,US,0SCbttzoZTnLFebDYmAWCm,,Dianna Agron,female,,"voice,guitar,autoharp"
3560,Q231006,Jayma,Mays,1979-07-16,,US,0SCbttzoZTnLFebDYmAWCm,,Jayma Mays,female,,voice
3561,Q296484,Cory,Monteith,1982-05-11,2013-07-13,CA,0SCbttzoZTnLFebDYmAWCm,Cory Allan Michael Monteith,Cory Monteith,male,,
3562,Q228733,Lea,Michele,1986-08-29,,US,0SCbttzoZTnLFebDYmAWCm,Lea Michele Sarfati,Lea Michele,female,Q183387,voice
3563,Q314424,Mark,Salling,1982-08-17,2018-01-30,US,0SCbttzoZTnLFebDYmAWCm,Mark Wayne Salling,Mark Salling,male,,"bass guitar,guitar,piano,voice"
3564,Q211566,Chris,Colfer,1990-05-27,,US,0SCbttzoZTnLFebDYmAWCm,,Chris Colfer,male,,voice
3565,Q228852,Jane Marie,Lynch,1960-07-14,,US,0SCbttzoZTnLFebDYmAWCm,Jane Marie Lynch,Jane Lynch,female,,voice
3566,Q314427,Kevin,McHale,1988-06-14,,US,0SCbttzoZTnLFebDYmAWCm,Kevin Michael McHale,Kevin McHale,male,Q193023,voice
3567,Q294812,Matthew,Morrison,1978-10-30,,US,0SCbttzoZTnLFebDYmAWCm,,Matthew Morrison,male,Q165745,voice
3568,Q50630319,Anıl,,1988-07-20,,TR,2boacFGRX1WIo7NFS8B0F2,,Gazapizm,male,,
3569,Q8069996,Zezé,Motta,1944-06-27,,BR,5BrWtY9ZdFHJYl4RGiMQ3j,,Zezé Motta,female,,"voice,piano"
3570,Q860283,Bilal,,1979-08-23,,US,2wswrLV1o19frClh3pHxws,,Bilal,male,Q231694,"voice,singing,phonograph"
3571,Q13560560,Keala Joan,Settle,1975-11-05,,US,7HV2RI2qNug4EcQqLbCAKS,Keala Joan Settle,Keala Settle,female,,
3572,Q45229,Zachary David Alexander,Efron,1987-10-18,,US,6U1dBXJhC8gXFjamvFTmHg,Zachary David Alexander Efron,Zac Efron,male,,voice
3573,Q189489,Zendaya Maree,Stoermer Coleman,1996-09-01,,US,6sCbFbEjbYepqswM1vWjjs,Zendaya Maree Stoermer Coleman,Zendaya,female,"Q387539,Q4413456","piano,voice"
3574,Q129591,Hugh Michael,Jackman,1970-10-12,,AU,5F1aoppMtU3OMiltO8ymJ2,Hugh Michael Jackman,Hugh Jackman,male,,voice
3575,Q56872205,Loren,Allred,1989-09-07,,US,0LyOADBjj28cbvJWTXUEGA,,Loren Allred,female,,voice
3576,Q1295870,Maurice,White,1941-12-19,2016-02-04,US,4QQgXkCYTt3BlENzhyNETg,,Maurice White,male,Q843402,"mbira,voice"
3577,Q746618,Philip,Bailey,1951-05-08,,US,4QQgXkCYTt3BlENzhyNETg,,Philip Bailey,male,Q843402,"piano,percussion instrument,voice,singing"
3578,Q1028601,Verdine,White,1951-07-25,,US,4QQgXkCYTt3BlENzhyNETg,,Verdine White,male,Q843402,"bass guitar,guitar,bass"
3579,Q7287720,Ralph,Johnson,1951-07-04,,US,4QQgXkCYTt3BlENzhyNETg,,Ralph Johnson,male,Q843402,"voice,singing,percussion instrument"
3580,Q108395461,Myron,McKinley,,,US,4QQgXkCYTt3BlENzhyNETg,,Myron McKinley,male,Q843402,
3581,Q448837,André,Lauren Benjamin,1975-05-27,,US,1G9G7WwrXka3Z1r7aIDjI7,André Lauren Benjamin,Andre 3000,male,"Q216364,Q56760250,Q7261457","guitar,voice"
3582,Q371202,Antwan André,Patton,1975-02-01,,US,1G9G7WwrXka3Z1r7aIDjI7,Antwan André Patton,Big Boi,male,"Q216364,Q56760250,Q7261457","keyboard instrument,voice"
3583,Q440676,Blu,Cantrell,1976-03-16,,US,6vytZ677lz4LzCrUDcDokM,,Blu Cantrell,female,Q664167,voice
3584,Q296872,Barry Alan,Crompton Gibb,1946-09-01,,GB,1LZEQNv7sE11VDY3SdxQeN,Barry Alan Crompton Gibb,Barry Gibb,male,"Q6515797,Q7577381,Q155152,Q778792,Q994175,Q165745,Q1536003,Q729590","guitar,voice"
3585,Q188482,Robin Hugh,Gibb,1949-12-22,2012-05-20,GB,1LZEQNv7sE11VDY3SdxQeN,Robin Hugh Gibb,Robin Gibb,male,"Q6515797,Q7577381,Q155152,Q778792,Q994175,Q165745,Q1536003,Q729590","piano,voice"
3586,Q296876,Maurice Ernest,Gibb,1949-12-22,2003-01-12,GB,1LZEQNv7sE11VDY3SdxQeN,Maurice Ernest Gibb,Maurice Gibb,male,"Q6515797,Q7577381,Q155152,Q778792,Q994175,Q165745,Q1536003,Q729590","bass guitar,guitar,piano,voice"
3587,Q2035630,Vincent Kevin,Melouney,1945-08-18,,AU,1LZEQNv7sE11VDY3SdxQeN,Vincent Kevin Melouney,Vince Melouney,male,"Q6515797,Q7577381,Q155152,Q778792,Q994175,Q165745,Q1536003,Q729590",guitar
3588,Q233377,Amerie Mi Marie,Rogers,1980-01-12,,US,08rMCq2ek1YjdDBsCPVH2s,,Amerie,female,"Q654283,Q183387",voice
3589,Q3129780,Helios,Creed,1953-11-03,,US,6rRfU5PFMng3MXEU7xMwUW,,Helios Creed,male,"Q126039,Q1096973,Q1397901","guitar,voice"
3590,Q335788,Kevin,Rowland,1953-08-17,,GB,4QTVePrFu1xuGM9K0kNXkk,,Kevin Rowland,male,"Q183412,Q3629023",voice
3591,Q52387392,Seven,Kayne,2001,,AR,4C29ETLBPmYKYwtJUepbJz,,Seven Kayne,male,,voice
3592,Q61986,Alex,Christensen,1967-04-07,,DE,2NbYIb2nZ2Z8YORBCbugPq,,Alex Christensen,male,,voice
3593,Q22912140,Jasmin,Fazlić,1986-10-16,,BA,6C1X5Uh3DPIkC2gaVq00BL,Jasmin Fazlić / Јасмин Фазлић,Jala Brat,male,,
3594,Q24062677,Buba,Corelli,1989-09-22,,BA,3ekwV8Mt8DgZvmuK2futxG,,Buba Corelli,male,,voice
3595,Q171905,Jamie Eric Marlon,Bishop Foxx,1967-12-13,,US,7LnaAXbDVIL75IVPnndf7w,Eric Marlon Bishop,Jamie Foxx,male,"Q1780995,Q121698,Q202585","voice,piano,keyboard instrument"
3596,Q126927,Mason,Betha,1975-08-27,,US,1wiBLzTI7z9RUwEpNPdFT6,Mason Durell Betha,Mase,male,Q798658,voice
3597,Q216936,Sean John,Combs,1969-11-04,,US,59wfkuBoNyhDMQGCljbUbA,Sean John Combs,Sean Combs,male,"Q798658,Q216364,Q2348254,Q664167,Q38903,Q202440,Q231694",voice
3598,Q705458,Ginuwine,,1970-10-15,,US,7r8RF1tN2A4CiGEplkp1oP,,Ginuwine,male,"Q330629,Q4352944,Q1998195,Q216364,Q5465132",voice
3599,Q27947777,Nicole,Millar,1993-04-27,,AU,0lYzZ91QzokaPrRK1vq6tW,,Nicole Millar,female,,voice
3600,Q273981,Tionne Tenese,Watkins,1970-04-26,,US,0TImkz4nPqjegtVSMZnMRq,Tionne Tenese Watkins,Tionne Watkins,female,"Q664167,Q1338446,Q216364,Q5971773,Q7371865,Q654283",voice
3601,Q438366,Rozonda,Thomas,1971-02-27,,US,0TImkz4nPqjegtVSMZnMRq,,Rozonda Thomas,female,"Q664167,Q1338446,Q216364,Q5971773,Q7371865,Q654283",voice
3602,Q233541,Lisa Nicole,Lopes,1971-05-27,2002-04-25,US,0TImkz4nPqjegtVSMZnMRq,Lisa Nicole Lopes,Lisa Lopes,female,"Q664167,Q1338446,Q216364,Q5971773,Q7371865,Q654283","piano,voice"
3603,Q151231,Ann,Lennox,1954-12-25,,GB,0NKDgy9j66h3DLnN8qu1bB,,Annie Lennox,female,"Q14192383,Q664167","piano,voice,recorder"
3604,Q325389,David Allan,Stewart,1952-09-09,,GB,0NKDgy9j66h3DLnN8qu1bB,David Allan Stewart,David A. Stewart,male,"Q14192383,Q664167","guitar,bass guitar,sitar,piano,organ,synthesizer,voice"
3605,Q325389,David Allan,Stewart,1952-09-09,,GB,7gcCQIlkkfbul5Mt0jBQkg,David Allan Stewart,David A. Stewart,male,Q121698,"guitar,bass guitar,sitar,piano,organ,synthesizer,voice"
3606,Q2745995,Anita,Pointer,1948-01-23,,US,2kreKea2n96dXjcyAU9j5N,,Anita Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",
3607,Q3453634,Ruth,Pointer,1946-03-19,,US,2kreKea2n96dXjcyAU9j5N,,Ruth Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",
3608,Q16734597,Sadako,Pointer,1984-03-25,,US,2kreKea2n96dXjcyAU9j5N,,Sadako Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",voice
3609,Q435247,June,Pointer,1953-11-30,2006-04-11,US,2kreKea2n96dXjcyAU9j5N,,June Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",voice
3610,Q443721,Bonnie,Pointer,1950-07-11,2020-06-08,US,2kreKea2n96dXjcyAU9j5N,Patricia Eva Pointer,Bonnie Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",voice
3611,Q3155682,Issa,Edwards Pointer,1978-01-22,,US,2kreKea2n96dXjcyAU9j5N,,Issa Pointer,female,"Q287177,Q202440,Q3439752,Q43327,Q7201159,Q202585,Q2511544",voice
3612,Q921542,Michael Joseph,Porcaro,1955-05-29,2015-03-15,US,0PFtn5NtBbbUNbU9EAmIWF,,Mike Porcaro,male,"Q183387,Q3001888,Q1470264","guitar,bass"
3613,Q350353,Jeffrey Thomas,Porcaro,1954-04-01,1992-08-05,US,0PFtn5NtBbbUNbU9EAmIWF,Jeffrey Thomas Porcaro,Jeff Porcaro,male,"Q183387,Q3001888,Q1470264",drum kit
3614,Q554164,Steven Maxwell,Porcaro,1957-09-02,,US,0PFtn5NtBbbUNbU9EAmIWF,Steven Maxwell Porcaro,Steve Porcaro,male,"Q183387,Q3001888,Q1470264","keyboard instrument,musical keyboard"
3615,Q435650,Robert Troy,Kimball,1947-03-29,,US,0PFtn5NtBbbUNbU9EAmIWF,Robert Troy Kimball,Bobby Kimball,male,"Q183387,Q3001888,Q1470264","keyboard instrument,voice"
3616,Q960298,David,Hungate,1948-08-05,,US,0PFtn5NtBbbUNbU9EAmIWF,,David Hungate,male,"Q183387,Q3001888,Q1470264",bass guitar
3617,Q959076,Dennis,Frederiksen,1951-05-15,2014-01-18,US,0PFtn5NtBbbUNbU9EAmIWF,,Dennis Frederiksen,male,"Q183387,Q3001888,Q1470264",voice
3618,Q1399580,Jean-Michel,Byron,1957-10-13,,ZA,0PFtn5NtBbbUNbU9EAmIWF,,Jean-Michel Byron,male,"Q183387,Q3001888,Q1470264",voice
3619,Q366819,Simon,Phillips,1957-02-06,,GB,0PFtn5NtBbbUNbU9EAmIWF,,Simon Phillips,male,"Q183387,Q3001888,Q1470264",drum kit
3620,Q1369920,Greg,Phillinganes,1956-05-12,,US,0PFtn5NtBbbUNbU9EAmIWF,,Greg Phillinganes,male,"Q183387,Q3001888,Q1470264","electronic keyboard,voice,singing,musical keyboard,piano"
3621,Q318483,Steve,Lukather,1957-10-21,,US,0PFtn5NtBbbUNbU9EAmIWF,,Steve Lukather,male,"Q183387,Q3001888,Q1470264","guitar,voice,singing"
3622,Q466980,David Frank,Paich,1954-06-25,,US,0PFtn5NtBbbUNbU9EAmIWF,David Frank Paich,David Paich,male,"Q183387,Q3001888,Q1470264","piano,voice,singing,musical keyboard"
3623,Q957024,Joseph Stanley,Williams,1960-09-01,,US,0PFtn5NtBbbUNbU9EAmIWF,Joseph Stanley Williams,Joseph Williams,male,"Q183387,Q3001888,Q1470264","keyboard instrument,voice"
3624,Q1453,Alexandra Ioana,Stan,1989-06-10,,RO,0BmLNz4nSLfoWYW1cYsElL,,Alexandra Stan,female,"Q59117938,Q3179416",voice
3625,Q1984970,Ricardo,,1972-06-17,,GB,67wCYxOq4A1ohAs7jWYaOJ,,Rikrok,male,,voice
3626,Q310052,John Graham,Mellor,1952-08-21,2002-12-22,GB,3RGLhK1IP9jnYFH4BRFJBS,John Graham Mellor,Joe Strummer,male,"Q330629,Q183387",guitar
3627,Q357310,Michael Geoffrey,Jones,1955-06-26,,GB,3RGLhK1IP9jnYFH4BRFJBS,Michael Geoffrey Jones,Mick Jones,male,"Q330629,Q183387","guitar,bass,keyboard instrument,drum kit,harmonica,voice,musical keyboard"
